exp_id,timestamp,bw,delay,loss,iw,rtt,throughput,reward
43,2025-08-01T15:02:09.002929,6,10,1,8,10.148,3.44,0.8264851047324202
44,2025-08-01T15:02:09.002947,6,10,1,10,10.128,4.39,1.0
45,2025-08-01T15:02:26.437666,6,10,5,4,12.227,1.74,0.49123544728498303
46,2025-08-01T15:02:26.437794,6,10,5,6,10.241,2.63,0.6893023255813953
47,2025-08-01T15:02:26.437873,6,10,5,8,10.25,3.13,0.7821499716392513
48,2025-08-01T15:02:26.437913,6,10,5,10,10.29,4.3,0.9990476190476191
49,2025-08-01T15:02:44.082258,6,30,0,10,36.275,1.84,0.7479656663116346
50,2025-08-01T15:02:44.082295,6,30,0,10,30.135,1.85,0.7849802371541502
51,2025-08-01T15:02:44.082314,6,30,0,12,30.191,2.12,0.8699847597437291
52,2025-08-01T15:02:44.082336,6,30,0,14,30.223,2.53,0.999417662045462
53,2025-08-01T15:03:01.719913,6,30,1,6,36.221,1.5,0.7070572021456867
54,2025-08-01T15:03:01.719983,6,30,1,8,30.157,1.47,0.7297297297297296
55,2025-08-01T15:03:01.720028,6,30,1,10,30.315,1.79,0.8440026567884065
56,2025-08-01T15:03:01.720070,6,30,1,12,30.3,2.22,0.9990561056105611
57,2025-08-01T15:03:20.395373,6,30,5,4,36.386,992.0,0.9653548067938218
58,2025-08-01T15:03:20.395478,6,30,5,6,30.103,1.45,0.20103647771682806
59,2025-08-01T15:03:20.395515,6,30,5,8,30.083,959.0,0.9733870967741935
60,2025-08-01T15:03:20.395536,6,30,5,10,30.292,1.85,0.20011203319943938
61,2025-08-01T15:03:39.978398,6,100,0,4,120.683,394.0,0.5705966022023793
62,2025-08-01T15:03:39.978438,6,100,0,6,100.465,600.0,0.8153846153846154
63,2025-08-01T15:03:39.978460,6,100,0,8,100.648,780.0,0.9996363564104602
64,2025-08-01T15:03:39.978484,6,100,0,10,100.613,546.0,0.7597058034250046
65,2025-08-01T15:03:58.428601,6,100,1,2,120.417,198.0,0.36466583621913845
66,2025-08-01T15:03:58.428652,6,100,1,4,100.347,401.0,0.601
67,2025-08-01T15:03:58.428687,6,100,1,6,100.564,587.0,0.7865684340320592
68,2025-08-01T15:03:58.428716,6,100,1,8,100.594,800.0,0.9995089170328251
69,2025-08-01T15:04:17.167439,6,100,5,4,120.773,400.0,0.6991005163957728
70,2025-08-01T15:04:17.167535,6,100,5,6,100.503,600.0,0.9992000238798842
71,2025-08-01T15:04:17.167596,6,100,5,8,100.159,301.0,0.6012175174805392
72,2025-08-01T15:04:17.167686,6,100,5,10,100.101,543.0,0.924
73,2025-08-01T15:04:34.544391,9,10,0,4,12.132,1.73,0.4887350258270139
74,2025-08-01T15:04:34.544449,9,10,0,6,10.241,2.59,0.6790828080301764
75,2025-08-01T15:04:34.544486,9,10,0,8,10.213,3.12,0.7777777777777778
76,2025-08-01T15:04:34.544524,9,10,0,10,10.218,4.32,0.9999021334899197
77,2025-08-01T15:04:51.910712,9,10,1,6,12.203,2.57,0.7722685823424144
78,2025-08-01T15:04:51.910856,9,10,1,6,10.266,2.49,0.7846688700047757
79,2025-08-01T15:04:51.910985,9,10,1,6,10.115,2.37,0.7592920353982301
80,2025-08-01T15:04:51.911067,9,10,1,8,10.19,3.39,0.9985279685966635
81,2025-08-01T15:05:11.289390,9,10,5,4,12.752,1.68,0.4717451172756305
82,2025-08-01T15:05:11.289453,9,10,5,6,10.196,2.54,0.671461716937355
83,2025-08-01T15:05:11.289493,9,10,5,8,10.252,3.21,0.7947311961312737
84,2025-08-01T15:05:11.289513,9,10,5,10,10.327,4.31,0.9974629611697492
85,2025-08-01T15:05:28.895556,9,30,0,6,36.394,1.49,0.7099349257981458
86,2025-08-01T15:05:28.895592,9,30,0,8,30.142,1.95,0.9123287671232877
87,2025-08-01T15:05:28.895640,9,30,0,10,30.165,1.82,0.8646876880354398
88,2025-08-01T15:05:28.895657,9,30,0,12,30.143,2.19,0.9999933649603556
89,2025-08-01T15:05:46.584242,9,30,1,6,36.288,1.5,0.7075323835740502
90,2025-08-01T15:05:46.584317,9,30,1,8,30.558,2.01,0.9226291872080208
91,2025-08-01T15:05:46.584350,9,30,1,10,30.306,1.8,0.848602453175805
92,2025-08-01T15:05:46.584389,9,30,1,12,30.299,2.22,1.0
93,2025-08-01T15:06:05.234364,9,30,5,12,36.233,2.24,0.8688478220753155
94,2025-08-01T15:06:05.234466,9,30,5,12,30.092,2.21,0.8933333333333333
95,2025-08-01T15:06:05.234540,9,30,5,12,30.146,1.42,0.6451319395933255
96,2025-08-01T15:06:05.234560,9,30,5,14,30.264,2.55,0.998863335976738
97,2025-08-01T15:06:23.842725,9,100,0,4,120.967,394.0,0.5731795732447074
98,2025-08-01T15:06:23.842817,9,100,0,6,100.723,599.0,0.8184185291248666
99,2025-08-01T15:06:23.842871,9,100,0,8,100.369,774.0,1.0
100,2025-08-01T15:06:23.842898,9,100,0,10,100.452,546.0,0.7641758322151317
101,2025-08-01T15:06:42.404329,9,100,1,4,120.218,401.0,0.57280139813516
102,2025-08-01T15:06:42.404420,9,100,1,6,100.217,600.0,0.8075949367088608
103,2025-08-01T15:06:42.404479,9,100,1,8,100.58,790.0,0.9992781865181944
104,2025-08-01T15:06:42.404535,9,100,1,10,101.141,540.0,0.7450082908445022
105,2025-08-01T15:07:02.282226,9,100,5,8,125.526,298.0,0.4736469127634235
106,2025-08-01T15:07:02.282347,9,100,5,10,100.754,542.0,0.7700552171279409
107,2025-08-01T15:07:02.282457,9,100,5,12,100.378,651.0,0.8856878154725336
108,2025-08-01T15:07:02.282495,9,100,5,14,100.138,759.0,1.0
1,2025-08-01T15:07:19.960777,3,10,0,6,12.152,2.57,0.5748377319627946
2,2025-08-01T15:07:19.960888,3,10,0,8,10.231,3.45,0.7457331677845724
3,2025-08-01T15:07:19.960945,3,10,0,10,10.19,4.04,0.8400000000000001
4,2025-08-01T15:07:19.960973,3,10,0,12,10.284,5.05,0.9981719175418124
5,2025-08-01T15:07:37.285718,3,10,1,6,12.19,2.64,0.5700587103179894
6,2025-08-01T15:07:37.285809,3,10,1,8,10.132,3.52,0.7384321223709368
7,2025-08-01T15:07:37.285867,3,10,1,10,10.143,4.19,0.8407008836732243
8,2025-08-01T15:07:37.285918,3,10,1,12,10.16,5.23,0.9994488188976378
9,2025-08-01T15:07:54.753409,3,10,5,6,12.205,2.63,0.6780536386885845
10,2025-08-01T15:07:54.753614,3,10,5,8,10.32,3.46,0.8697903966282833
11,2025-08-01T15:07:54.753663,3,10,5,10,10.347,4.12,0.9974292065332947
12,2025-08-01T15:07:54.753703,3,10,5,12,10.214,3.19,0.8194174757281554
13,2025-08-01T15:08:12.346321,3,30,0,4,36.401,996.0,0.9655174308398121
14,2025-08-01T15:08:12.346421,3,30,0,4,30.125,968.0,0.9775100401606426
15,2025-08-01T15:08:12.346484,3,30,0,6,30.166,1.43,0.20087676516581474
16,2025-08-01T15:08:12.346504,3,30,0,8,30.185,1.97,0.20118478086605154
17,2025-08-01T15:08:30.022304,3,30,1,8,36.394,1.94,0.8657639339619885
18,2025-08-01T15:08:30.022370,3,30,1,8,30.348,2.0,0.9205889163184536
19,2025-08-01T15:08:30.022400,3,30,1,10,30.471,1.71,0.8152776188613541
20,2025-08-01T15:08:30.022427,3,30,1,12,30.328,2.22,1.0
21,2025-08-01T15:08:48.645112,3,30,5,8,36.192,2.01,0.79206577028008
22,2025-08-01T15:08:48.645225,3,30,5,10,30.109,1.83,0.7696498054474709
23,2025-08-01T15:08:48.645289,3,30,5,12,30.121,2.21,0.887858064561134
24,2025-08-01T15:08:48.645312,3,30,5,14,30.289,2.57,0.9988114497012117
25,2025-08-01T15:09:07.244062,3,100,0,4,120.737,395.0,0.572446780530194
26,2025-08-01T15:09:07.244176,3,100,0,6,100.799,601.0,0.8171615170112141
27,2025-08-01T15:09:07.244237,3,100,0,8,100.379,778.0,1.0
28,2025-08-01T15:09:07.244257,3,100,0,10,100.666,547.0,0.7618976638722356
29,2025-08-01T15:09:25.798037,3,100,1,4,120.186,399.0,0.5760838136785418
30,2025-08-01T15:09:25.798077,3,100,1,6,100.267,598.0,0.8133333333333334
31,2025-08-01T15:09:25.798097,3,100,1,8,100.301,780.0,0.9999322040657621
32,2025-08-01T15:09:25.798118,3,100,1,10,100.426,544.0,0.7576320668822609
33,2025-08-01T15:09:45.286629,3,100,5,10,120.868,544.0,0.7360798502886786
34,2025-08-01T15:09:45.286749,3,100,5,12,100.793,225.0,0.4346131689464018
35,2025-08-01T15:09:45.286824,3,100,5,14,100.419,763.0,0.9994423366096057
36,2025-08-01T15:09:45.286898,3,100,5,16,100.139,423.0,0.6435124508519003
37,2025-08-01T15:10:02.668626,6,10,0,6,12.233,2.56,0.5780233662517313
38,2025-08-01T15:10:02.668704,6,10,0,8,10.217,3.51,0.7635422182023581
39,2025-08-01T15:10:02.668756,6,10,0,10,10.201,3.94,0.8329317269076305
40,2025-08-01T15:10:02.668782,6,10,0,12,10.284,4.98,0.998385842084792
41,2025-08-01T15:10:20.015102,6,10,1,6,12.231,2.56,0.5592782526115859
42,2025-08-01T15:10:20.015164,6,10,1,8,10.226,3.46,0.7301758714588755
43,2025-08-01T15:10:20.015182,6,10,1,10,10.243,3.79,0.7806167063435441
44,2025-08-01T15:10:20.015226,6,10,1,12,10.117,5.2,1.0
45,2025-08-01T15:10:39.394374,6,10,5,6,12.187,2.59,0.5910313094696937
46,2025-08-01T15:10:39.394477,6,10,5,8,10.227,3.49,0.7703353507286439
47,2025-08-01T15:10:39.394544,6,10,5,10,10.195,4.04,0.8609406952965235
48,2025-08-01T15:10:39.394607,6,10,5,12,10.257,4.89,0.9987910695135029
49,2025-08-01T15:10:57.024939,6,30,0,8,36.264,1.96,0.8888336784725632
50,2025-08-01T15:10:57.025040,6,30,0,8,30.184,1.99,0.9333821379410583
51,2025-08-01T15:10:57.025100,6,30,0,10,30.145,1.77,0.8525345622119815
52,2025-08-01T15:10:57.025130,6,30,0,12,30.221,2.17,0.999497038483174
53,2025-08-01T15:11:14.624931,6,30,1,4,36.297,999.0,0.966763093368598
54,2025-08-01T15:11:14.624960,6,30,1,6,30.265,1.49,0.20119319319319315
55,2025-08-01T15:11:14.624977,6,30,1,8,30.324,1.94,0.2011644228320128
56,2025-08-01T15:11:14.624996,6,30,1,10,30.304,1.84,0.20121608171000988
57,2025-08-01T15:11:32.185605,6,30,5,2,36.2,491.0,0.9663259668508287
58,2025-08-01T15:11:32.185678,6,30,5,4,30.105,1.0,0.20162932790224028
59,2025-08-01T15:11:32.185713,6,30,5,6,30.148,1.41,0.2020120929551348
60,2025-08-01T15:11:32.185745,6,30,5,8,30.176,1.97,0.2027392033269044
61,2025-08-01T15:11:50.792478,6,100,0,4,120.635,397.0,0.5748379009404284
62,2025-08-01T15:11:50.792515,6,100,0,6,100.496,595.0,0.8118251928020566
63,2025-08-01T15:11:50.792533,6,100,0,8,100.682,778.0,0.9996305198545916
64,2025-08-01T15:11:50.792552,6,100,0,10,100.604,546.0,0.76122488549623
65,2025-08-01T15:12:10.330495,6,100,1,4,120.188,397.0,0.7023571727508859
66,2025-08-01T15:12:10.330531,6,100,1,6,100.222,593.0,1.0
67,2025-08-01T15:12:10.330553,6,100,1,8,100.384,83.4,0.3121898869555073
68,2025-08-01T15:12:10.330565,6,100,1,10,100.586,543.0,0.9318226155940356
69,2025-08-01T15:12:28.924901,6,100,5,4,120.88,391.0,0.5646099690703548
70,2025-08-01T15:12:28.924942,6,100,5,6,100.816,594.0,0.804715926205429
71,2025-08-01T15:12:28.924972,6,100,5,8,100.45,784.0,0.9993170731707317
72,2025-08-01T15:12:28.924991,6,100,5,10,100.107,539.0,0.75
73,2025-08-01T15:12:46.269249,9,10,0,6,12.161,2.64,0.5753069102793633
74,2025-08-01T15:12:46.269364,9,10,0,8,10.19,3.48,0.7374517374517374
75,2025-08-01T15:12:46.269441,9,10,0,10,10.237,4.09,0.8307419938952614
76,2025-08-01T15:12:46.269480,9,10,0,12,10.21,5.18,0.9996082272282076
77,2025-08-01T15:13:04.605451,9,10,1,4,12.269,1.73,0.6909272403445328
78,2025-08-01T15:13:04.605496,9,10,1,4,10.251,1.74,0.7263900433714525
79,2025-08-01T15:13:04.605520,9,10,1,4,10.129,1.71,0.7196387138236146
80,2025-08-01T15:13:04.605528,9,10,1,6,10.103,2.63,1.0
81,2025-08-01T15:13:22.958786,9,10,5,6,12.147,2.55,0.5558226017005963
82,2025-08-01T15:13:22.958858,9,10,5,8,10.158,3.5,0.7333333333333333
83,2025-08-01T15:13:22.958902,9,10,5,10,10.177,4.15,0.8320075614012924
84,2025-08-01T15:13:22.958945,9,10,5,12,10.2,5.25,0.9991764705882353
85,2025-08-01T15:13:40.576287,9,30,0,8,36.389,2.01,0.793378235867982
86,2025-08-01T15:13:40.576424,9,30,0,10,30.102,1.86,0.7810174573118065
87,2025-08-01T15:13:40.576488,9,30,0,12,30.067,2.19,0.884375
88,2025-08-01T15:13:40.576513,9,30,0,14,30.196,2.56,0.9991455821963173
89,2025-08-01T15:13:58.259976,9,30,1,8,36.353,1.97,0.7751764630536672
90,2025-08-01T15:13:58.260013,9,30,1,10,30.309,1.82,0.762082977761489
91,2025-08-01T15:13:58.260036,9,30,1,12,30.297,2.04,0.8301158301158302
92,2025-08-01T15:13:58.260056,9,30,1,14,30.338,2.59,0.9997297119124531
93,2025-08-01T15:14:21.387009,9,30,5,10,36.393,1.83,0.16773768857858729
94,2025-08-01T15:14:21.387285,9,30,5,10,30.362,1.86,0.20076267140092513
95,2025-08-01T15:14:21.387420,9,30,5,10,30.229,908.0,1.0
96,2025-08-01T15:14:21.387483,9,30,5,12,30.475,372.0,0.5261388659007709
97,2025-08-01T15:14:39.988716,9,100,0,4,121.047,398.0,0.5681606268138771
98,2025-08-01T15:14:39.988751,9,100,0,6,101.026,599.0,0.8041160921270991
99,2025-08-01T15:14:39.988769,9,100,0,8,100.554,792.0,1.0
100,2025-08-01T15:14:39.988786,9,100,0,10,100.749,542.0,0.7470876468583643
101,2025-08-01T15:14:58.517925,9,100,1,4,120.738,393.0,0.565869900114297
102,2025-08-01T15:14:58.518042,9,100,1,6,100.742,594.0,0.803373108936273
103,2025-08-01T15:14:58.518119,9,100,1,8,100.134,786.0,1.0
104,2025-08-01T15:14:58.518185,9,100,1,10,100.159,545.0,0.7546574585086556
105,2025-08-01T15:15:17.276897,9,100,5,6,120.416,592.0,0.7619294319057419
106,2025-08-01T15:15:17.277006,9,100,5,8,100.689,796.0,0.9996643128842277
107,2025-08-01T15:15:17.277073,9,100,5,10,100.52,539.0,0.7417085427135678
108,2025-08-01T15:15:17.277138,9,100,5,12,102.228,644.0,0.8438946306443199
1,2025-08-01T15:15:34.896873,3,10,0,8,12.279,3.41,0.611217720459758
2,2025-08-01T15:15:34.896930,3,10,0,10,10.146,4.39,0.7741646268893145
3,2025-08-01T15:15:34.896963,3,10,0,12,10.124,4.99,0.8531576051074694
4,2025-08-01T15:15:34.896970,3,10,0,14,10.114,6.11,1.0
5,2025-08-01T15:15:52.258064,3,10,1,8,12.24,3.48,0.6222222222222222
6,2025-08-01T15:15:52.258100,3,10,1,10,10.245,4.25,0.7554579469659997
7,2025-08-01T15:15:52.258119,3,10,1,12,10.361,4.85,0.8316512462205871
8,2025-08-01T15:15:52.258138,3,10,1,14,10.24,6.12,1.0
9,2025-08-01T15:16:12.712152,3,10,5,4,12.817,1.26,0.3890767207829624
10,2025-08-01T15:16:12.712220,3,10,5,6,10.274,1.61,0.49237605213480895
11,2025-08-01T15:16:12.712265,3,10,5,8,10.248,3.34,0.8103069562913148
12,2025-08-01T15:16:12.712309,3,10,5,10,10.118,4.36,1.0
13,2025-08-01T15:16:30.419426,3,30,0,2,36.148,489.0,0.6201609041033957
14,2025-08-01T15:16:30.419594,3,30,0,2,30.158,484.0,0.648667439165701
15,2025-08-01T15:16:30.419815,3,30,0,4,30.474,863.0,0.997926100938505
16,2025-08-01T15:16:30.419867,3,30,0,6,30.918,1.45,0.19642791829199907
17,2025-08-01T15:16:48.180006,3,30,1,10,36.418,1.82,0.7446622854388245
18,2025-08-01T15:16:48.180120,3,30,1,10,30.545,1.83,0.7799243894644123
19,2025-08-01T15:16:48.180182,3,30,1,12,30.444,2.09,0.8631241749097484
20,2025-08-01T15:16:48.180203,3,30,1,14,30.388,2.52,1.0
21,2025-08-01T15:17:06.834976,3,30,5,6,36.345,1.47,0.7080546199281971
22,2025-08-01T15:17:06.835082,3,30,5,8,30.188,1.94,0.9152073732718894
23,2025-08-01T15:17:06.835135,3,30,5,10,30.235,1.71,0.8301038485778452
24,2025-08-01T15:17:06.835163,3,30,5,12,30.303,2.17,0.9992409992409992
25,2025-08-01T15:17:25.419805,3,100,0,4,121.107,393.0,0.5738908868716395
26,2025-08-01T15:17:25.419921,3,100,0,6,100.726,597.0,0.8193424001489447
27,2025-08-01T15:17:25.419952,3,100,0,8,100.834,770.0,0.9988694289624531
28,2025-08-01T15:17:25.419978,3,100,0,10,100.264,546.0,0.7672727272727272
29,2025-08-01T15:17:43.976716,3,100,1,4,120.249,397.0,0.5806784776434617
30,2025-08-01T15:17:43.976751,3,100,1,6,100.166,595.0,0.820599739243807
31,2025-08-01T15:17:43.976771,3,100,1,8,100.268,767.0,0.9997965452587066
32,2025-08-01T15:17:43.976777,3,100,1,10,100.201,547.0,0.7704646906133273
33,2025-08-01T15:18:04.696625,3,100,5,10,120.295,542.0,0.7018691806510641
34,2025-08-01T15:18:04.696680,3,100,5,12,100.255,652.0,0.8438049886370003
35,2025-08-01T15:18:04.696714,3,100,5,14,100.276,810.0,0.999812517451833
36,2025-08-01T15:18:04.696747,3,100,5,16,100.182,603.0,0.7955555555555556
37,2025-08-01T15:18:22.053690,6,10,0,8,12.2,3.47,0.6215341462758083
38,2025-08-01T15:18:22.053773,6,10,0,10,10.108,4.37,0.774055829228243
39,2025-08-01T15:18:22.053827,6,10,0,12,10.133,4.85,0.8366165791362401
40,2025-08-01T15:18:22.053879,6,10,0,14,10.23,6.09,0.9976148582600195
41,2025-08-01T15:18:39.509879,6,10,1,8,12.208,3.47,0.6174156861828788
42,2025-08-01T15:18:39.509917,6,10,1,10,10.228,4.36,0.7652378287207265
43,2025-08-01T15:18:39.509938,6,10,1,12,10.224,4.68,0.806807131280389
44,2025-08-01T15:18:39.509945,6,10,1,14,10.357,6.17,0.9974316887129477
45,2025-08-01T15:18:56.868008,6,10,5,8,12.202,3.5,0.6222080080168119
46,2025-08-01T15:18:56.868137,6,10,5,10,10.233,4.2,0.745383777496526
47,2025-08-01T15:18:56.868208,6,10,5,12,10.203,5.15,0.8695462597084072
48,2025-08-01T15:18:56.868244,6,10,5,14,10.184,6.15,1.0
49,2025-08-01T15:19:15.622620,6,30,0,6,36.506,1.49,0.7796934948131673
50,2025-08-01T15:19:15.622699,6,30,0,6,30.165,1.49,0.8144329896907216
51,2025-08-01T15:19:15.622748,6,30,0,8,30.855,1.94,0.9955274671852212
52,2025-08-01T15:19:15.622772,6,30,0,10,30.516,1.84,0.9564624540379696
53,2025-08-01T15:19:33.238312,6,30,1,2,36.473,499.0,0.5712052729059629
54,2025-08-01T15:19:33.238348,6,30,1,4,30.217,984.0,0.9997815799053513
55,2025-08-01T15:19:33.238367,6,30,1,6,30.184,1.41,0.2011463414634146
56,2025-08-01T15:19:33.238374,6,30,1,8,30.211,1.9,0.20136597260514325
57,2025-08-01T15:19:50.810031,6,30,5,4,36.144,1.0,0.574757997488504
58,2025-08-01T15:19:50.810138,6,30,5,6,30.107,1.46,0.7959183673469388
59,2025-08-01T15:19:50.810200,6,30,5,8,30.159,1.96,0.9996551609801386
60,2025-08-01T15:19:50.810218,6,30,5,10,30.186,1.21,0.6933541295667541
61,2025-08-01T15:20:09.578341,6,100,0,4,121.446,384.0,0.5650447304782564
62,2025-08-01T15:20:09.578379,6,100,0,6,101.921,596.0,0.8171211137936347
63,2025-08-01T15:20:09.578401,6,100,0,8,100.851,770.0,1.0
64,2025-08-01T15:20:09.578426,6,100,0,10,101.022,537.0,0.7575835378021041
65,2025-08-01T15:20:28.694078,6,100,1,6,122.191,601.0,0.7688508778065726
66,2025-08-01T15:20:28.694105,6,100,1,8,100.24,795.0,1.0
67,2025-08-01T15:20:28.694112,6,100,1,10,100.495,541.0,0.7438950277885472
68,2025-08-01T15:20:28.694118,6,100,1,12,100.626,224.0,0.42464160768682385
69,2025-08-01T15:20:48.180204,6,100,5,4,120.718,398.0,0.5670010290652616
70,2025-08-01T15:20:48.180305,6,100,5,6,101.411,594.0,0.7960845865343777
71,2025-08-01T15:20:48.180669,6,100,5,8,100.199,794.0,0.9999860278046687
72,2025-08-01T15:20:48.180808,6,100,5,10,100.192,544.0,0.7481108312342569
73,2025-08-01T15:21:05.592505,9,10,0,8,12.205,3.51,0.6363165273314544
74,2025-08-01T15:21:05.592690,9,10,0,10,10.128,4.42,0.7922948073701842
75,2025-08-01T15:21:05.592722,9,10,0,12,10.408,4.97,0.8606161733597529
76,2025-08-01T15:21:05.592743,9,10,0,14,10.132,5.97,0.9999210422424003
77,2025-08-01T15:21:25.047544,9,10,1,2,12.235,865.0,0.9659828361258684
78,2025-08-01T15:21:25.047582,9,10,1,2,10.229,862.0,0.9957590145212213
79,2025-08-01T15:21:25.047601,9,10,1,2,10.154,822.0,0.9602312138728324
80,2025-08-01T15:21:25.047641,9,10,1,4,10.226,1.73,0.20019182476041456
81,2025-08-01T15:21:43.518718,9,10,5,8,12.115,3.49,0.628668783660717
82,2025-08-01T15:21:43.518890,9,10,5,10,10.383,4.3,0.7636639038861203
83,2025-08-01T15:21:43.518930,9,10,5,12,10.127,4.88,0.845289256198347
84,2025-08-01T15:21:43.518951,9,10,5,14,10.258,6.05,0.9974458958861376
85,2025-08-01T15:22:01.155933,9,30,0,6,36.405,1.49,0.7028152503554234
86,2025-08-01T15:22:01.155968,9,30,0,8,30.272,2.0,0.9202053930251604
87,2025-08-01T15:22:01.155987,9,30,0,10,30.273,1.73,0.8229015062034584
88,2025-08-01T15:22:01.155997,9,30,0,12,30.194,2.22,1.0
89,2025-08-01T15:22:19.865700,9,30,1,6,36.378,1.49,0.709870334094745
90,2025-08-01T15:22:19.865812,9,30,1,8,30.117,1.98,0.9232876712328768
91,2025-08-01T15:22:19.865870,9,30,1,10,31.089,1.76,0.8366693588931822
92,2025-08-01T15:22:19.865892,9,30,1,12,30.215,2.19,0.999351315571736
93,2025-08-01T15:22:39.674621,9,30,5,8,38.031,1.96,0.9560716097621136
94,2025-08-01T15:22:39.674663,9,30,5,8,30.45,1.97,1.0
95,2025-08-01T15:22:39.674682,9,30,5,8,30.641,1.47,0.7957076191168828
96,2025-08-01T15:22:39.674700,9,30,5,10,30.532,1.83,0.9426100667619427
97,2025-08-01T15:22:58.276273,9,100,0,4,120.559,397.0,0.5685064584691502
98,2025-08-01T15:22:58.276309,9,100,0,6,101.04,594.0,0.8001611092736803
99,2025-08-01T15:22:58.276329,9,100,0,8,100.586,790.0,0.9995387031992524
100,2025-08-01T15:22:58.276339,9,100,0,10,100.354,547.0,0.7539240506329113
101,2025-08-01T15:23:17.854186,9,100,1,4,120.159,396.0,0.5738005283530598
102,2025-08-01T15:23:17.854446,9,100,1,6,100.094,599.0,0.8159383033419023
103,2025-08-01T15:23:17.854524,9,100,1,8,100.496,778.0,0.9991999681579367
104,2025-08-01T15:23:17.854592,9,100,1,10,101.665,503.0,0.7141331079176947
105,2025-08-01T15:23:38.389451,9,100,5,4,120.355,399.0,0.6993872537205424
106,2025-08-01T15:23:38.389516,9,100,5,6,101.332,599.0,0.9977558915248885
107,2025-08-01T15:23:38.389530,9,100,5,8,100.203,296.0,0.5953095749851507
108,2025-08-01T15:23:38.389540,9,100,5,10,100.195,548.0,0.9318864774624374
1,2025-08-01T15:23:56.080469,3,10,0,10,12.173,4.35,0.6720014175481765
2,2025-08-01T15:23:56.080546,3,10,0,12,10.115,5.31,0.8174418604651162
3,2025-08-01T15:23:56.080564,3,10,0,14,10.231,5.9,0.8837788936042534
4,2025-08-01T15:23:56.080575,3,10,0,16,10.21,6.88,0.9981390793339863
5,2025-08-01T15:24:13.469736,3,10,1,10,12.223,4.38,0.6771550343942944
6,2025-08-01T15:24:13.469824,3,10,1,12,10.134,4.91,0.7731938304097359
7,2025-08-01T15:24:13.469879,3,10,1,14,10.122,6.03,0.9042335766423358
8,2025-08-01T15:24:13.469943,3,10,1,16,10.333,6.85,0.9959159972902352
9,2025-08-01T15:24:34.199840,3,10,5,6,12.249,2.61,0.17246256837292837
10,2025-08-01T15:24:34.199876,3,10,5,8,10.384,348.0,0.9963597842835131
11,2025-08-01T15:24:34.199887,3,10,5,10,10.2,3.83,0.20870655848546313
12,2025-08-01T15:24:34.199907,3,10,5,12,10.195,5.27,0.21211494252873558
13,2025-08-01T15:24:51.796746,3,30,0,4,36.132,1.0,0.5686822521775265
14,2025-08-01T15:24:51.796800,3,30,0,4,30.111,1.0,0.6020100502512562
15,2025-08-01T15:24:51.796830,3,30,0,6,30.489,1.39,0.756314387048892
16,2025-08-01T15:24:51.796845,3,30,0,8,30.111,1.99,1.0
17,2025-08-01T15:25:10.519255,3,30,1,12,36.427,2.23,0.7661934819318079
18,2025-08-01T15:25:10.519290,3,30,1,12,30.31,2.18,0.7861298345824904
19,2025-08-01T15:25:10.519309,3,30,1,14,30.408,2.56,0.887845636050056
20,2025-08-01T15:25:10.519323,3,30,1,16,30.147,2.97,1.0
21,2025-08-01T15:25:30.169653,3,30,5,4,36.134,989.0,0.9671555875352853
22,2025-08-01T15:25:30.169739,3,30,5,6,30.634,1.5,0.19837989378891507
23,2025-08-01T15:25:30.169797,3,30,5,8,30.473,1.15,0.19913848248430363
24,2025-08-01T15:25:30.169832,3,30,5,10,30.2,1.82,0.20147219413549036
25,2025-08-01T15:25:48.766316,3,100,0,4,121.475,395.0,0.5643990239026254
26,2025-08-01T15:25:48.766379,3,100,0,6,100.173,600.0,0.8067988498734104
27,2025-08-01T15:25:48.766400,3,100,0,8,100.159,791.0,1.0
28,2025-08-01T15:25:48.766420,3,100,0,10,100.175,544.0,0.7501576892776453
29,2025-08-01T15:26:07.422893,3,100,1,4,121.169,398.0,0.5686468416259185
30,2025-08-01T15:26:07.422928,3,100,1,6,100.642,590.0,0.7967130214917826
31,2025-08-01T15:26:07.422947,3,100,1,8,100.844,791.0,0.9995993812224823
32,2025-08-01T15:26:07.422965,3,100,1,10,100.832,540.0,0.7457672568778959
33,2025-08-01T15:26:27.595983,3,100,5,8,121.034,794.0,0.9654378108630632
34,2025-08-01T15:26:27.596133,3,100,5,10,100.118,185.0,0.38639798488664984
35,2025-08-01T15:26:27.596219,3,100,5,12,100.118,656.0,0.8609571788413098
36,2025-08-01T15:26:27.596264,3,100,5,14,100.173,756.0,0.9616030363189565
37,2025-08-01T15:26:45.024266,6,10,0,10,12.215,4.27,0.6677401829153377
38,2025-08-01T15:26:45.024333,6,10,0,12,10.23,5.24,0.813900293255132
39,2025-08-01T15:26:45.024374,6,10,0,14,10.191,6.0,0.9038123167155425
40,2025-08-01T15:26:45.024395,6,10,0,16,10.205,6.82,0.9997256246937776
41,2025-08-01T15:27:03.388068,6,10,1,10,12.161,4.28,0.6810576220493169
42,2025-08-01T15:27:03.388189,6,10,1,12,10.151,5.3,0.8366366366366366
43,2025-08-01T15:27:03.388261,6,10,1,14,10.16,3.71,0.6454684802913149
44,2025-08-01T15:27:03.388342,6,10,1,16,10.235,6.66,0.9983585735222277
45,2025-08-01T15:27:20.821240,6,10,5,6,12.238,2.62,0.5826746336818117
46,2025-08-01T15:27:20.821316,6,10,5,8,10.356,3.37,0.7321216002555544
